IDENTIFIER,GRAMMAR_PATTERN,CONTEXT
d3d11 unsupported gpu computer_program,NM NM NM N,CLASS
d3d11 unsupported gpu computer_programme,NM NM NM N,CLASS
cluster update setting response,NM NM NM N,CLASS
cluster update scene response,NM NM NM N,CLASS
cluster update background response,NM NM NM N,CLASS
cluster update scope response,NM NM NM N,CLASS
cluster update mise_en_scene response,NM NM NM N,CLASS
cluster update stage_setting response,NM NM NM N,CLASS
cluster update context response,NM NM NM N,CLASS
cluster update circumstance response,NM NM NM N,CLASS
cluster update place_setting response,NM NM NM N,CLASS
cluster update mount response,NM NM NM N,CLASS
Cam rot z,NM NM N,DECLARATION
River_Cam rot z,NM NM N,DECLARATION
Cam_River rot z,NM NM N,DECLARATION
advise touch down,V NM N,FUNCTION
give_notice touch down,V NM N,FUNCTION
send_word touch down,V NM N,FUNCTION
apprise touch down,V NM N,FUNCTION
apprize touch down,V NM N,FUNCTION
altogether extra interfaces,NM NM NPL,DECLARATION
birthday_suit extra interfaces,NM NM NPL,DECLARATION
c mental_image,PRE N,CLASS
c persona,PRE N,CLASS
c picture,PRE N,CLASS
c icon,PRE N,CLASS
c ikon,PRE N,CLASS
c prototype,PRE N,CLASS
c paradigm,PRE N,CLASS
c epitome,PRE N,CLASS
c trope,PRE N,CLASS
c figure_of_speech,PRE N,CLASS
c figure,PRE N,CLASS
c double,PRE N,CLASS
c look-alike,PRE N,CLASS
c range,PRE N,CLASS
c range_of_a_function,PRE N,CLASS
c effigy,PRE N,CLASS
c simulacrum,PRE N,CLASS
nitrogen d,NM N,ATTRIBUTE
N d,NM N,ATTRIBUTE
atomic_number_7 d,NM N,ATTRIBUTE
north d,NM N,ATTRIBUTE
due_north d,NM N,ATTRIBUTE
northward d,NM N,ATTRIBUTE
newton d,NM N,ATTRIBUTE
normality d,NM N,ATTRIBUTE
check_up_on sign,V N,FUNCTION
look_into sign,V N,FUNCTION
check_out sign,V N,FUNCTION
suss_out sign,V N,FUNCTION
check_over sign,V N,FUNCTION
go_over sign,V N,FUNCTION
check_into sign,V N,FUNCTION
see sign,V N,FUNCTION
insure sign,V N,FUNCTION
see_to_it sign,V N,FUNCTION
ensure sign,V N,FUNCTION
control sign,V N,FUNCTION
ascertain sign,V N,FUNCTION
assure sign,V N,FUNCTION
hold_in sign,V N,FUNCTION
hold sign,V N,FUNCTION
contain sign,V N,FUNCTION
curb sign,V N,FUNCTION
moderate sign,V N,FUNCTION
check_off sign,V N,FUNCTION
mark sign,V N,FUNCTION
mark_off sign,V N,FUNCTION
tick_off sign,V N,FUNCTION
tick sign,V N,FUNCTION
retard sign,V N,FUNCTION
delay sign,V N,FUNCTION
match sign,V N,FUNCTION
fit sign,V N,FUNCTION
correspond sign,V N,FUNCTION
jibe sign,V N,FUNCTION
gibe sign,V N,FUNCTION
tally sign,V N,FUNCTION
agree sign,V N,FUNCTION
discipline sign,V N,FUNCTION
train sign,V N,FUNCTION
condition sign,V N,FUNCTION
checker sign,V N,FUNCTION
chequer sign,V N,FUNCTION
turn_back sign,V N,FUNCTION
arrest sign,V N,FUNCTION
stop sign,V N,FUNCTION
hold_back sign,V N,FUNCTION
determine sign,V N,FUNCTION
find_out sign,V N,FUNCTION
watch sign,V N,FUNCTION
learn sign,V N,FUNCTION
chink sign,V N,FUNCTION
crack sign,V N,FUNCTION
break sign,V N,FUNCTION
c combustion shader raster reference,PRE NM NM NM N,CLASS
c burn shader raster reference,PRE NM NM NM N,CLASS
c electrocution shader raster reference,PRE NM NM NM N,CLASS
c burning_at_the_stake shader raster reference,PRE NM NM NM N,CLASS
be v,V NM,PARAMETER
exist v,V NM,PARAMETER
equal v,V NM,PARAMETER
constitute v,V NM,PARAMETER
represent v,V NM,PARAMETER
make_up v,V NM,PARAMETER
comprise v,V NM,PARAMETER
follow v,V NM,PARAMETER
embody v,V NM,PARAMETER
personify v,V NM,PARAMETER
live v,V NM,PARAMETER
cost v,V NM,PARAMETER
observe leaks,V NPL,ATTRIBUTE
find leaks,V NPL,ATTRIBUTE
discover leaks,V NPL,ATTRIBUTE
notice leaks,V NPL,ATTRIBUTE
component spec,NM N,DECLARATION
constituent spec,NM N,DECLARATION
factor spec,NM N,DECLARATION
ingredient spec,NM N,DECLARATION
chemical_element spec,NM N,DECLARATION
get initial windowpane size,V NM NM N,FUNCTION
ko rgb u8 invert colour transformation,PRE NM NM NM NM N,CLASS
ko rgb u8 invert coloring transformation,PRE NM NM NM NM N,CLASS
ko rgb u8 invert colouring transformation,PRE NM NM NM NM N,CLASS
ko rgb u8 invert vividness transformation,PRE NM NM NM NM N,CLASS
ko rgb u8 invert coloration transformation,PRE NM NM NM NM N,CLASS
ko rgb u8 invert colouration transformation,PRE NM NM NM NM N,CLASS
ko rgb u8 invert people_of_color transformation,PRE NM NM NM NM N,CLASS
ko rgb u8 invert people_of_colour transformation,PRE NM NM NM NM N,CLASS
ko rgb u8 invert semblance transformation,PRE NM NM NM NM N,CLASS
ko rgb u8 invert gloss transformation,PRE NM NM NM NM N,CLASS
ko rgb u8 invert coloring_material transformation,PRE NM NM NM NM N,CLASS
ko rgb u8 invert colouring_material transformation,PRE NM NM NM NM N,CLASS
globals as members table subscriber info,NPL P NPL NM NM N,CLASS
globals as members table reviewer info,NPL P NPL NM NM N,CLASS
globals as members table referee info,NPL P NPL NM NM N,CLASS
globals as members table proofreader info,NPL P NPL NM NM N,CLASS
globals as members table lector info,NPL P NPL NM NM N,CLASS
globals as members table lecturer info,NPL P NPL NM NM N,CLASS
listing level,NM N,CLASS
tilt level,NM N,CLASS
inclination level,NM N,CLASS
lean level,NM N,CLASS
leaning level,NM N,CLASS
dialogue elements,NM NPL,CLASS
duologue elements,NM NPL,CLASS
embedded variant,NM N,ATTRIBUTE
embedded variation,NM N,ATTRIBUTE
embedded edition,NM N,ATTRIBUTE
embedded adaptation,NM N,ATTRIBUTE
embedded translation,NM N,ATTRIBUTE
embedded interlingual_rendition,NM N,ATTRIBUTE
embedded rendering,NM N,ATTRIBUTE
embedded interpretation,NM N,ATTRIBUTE
embedded reading,NM N,ATTRIBUTE
c astatine grayscale,PRE NM N,CLASS
c At grayscale,PRE NM N,CLASS
c atomic_number_85 grayscale,PRE NM N,CLASS
total merge throttled clip,NM NM NM N,ATTRIBUTE
total merge throttled clock_time,NM NM NM N,ATTRIBUTE
total merge throttled fourth_dimension,NM NM NM N,ATTRIBUTE
total merge throttled meter,NM NM NM N,ATTRIBUTE
total merge throttled metre,NM NM NM N,ATTRIBUTE
total merge throttled prison_term,NM NM NM N,ATTRIBUTE
total merge throttled sentence,NM NM NM N,ATTRIBUTE
discount component,NM N,PARAMETER
discount constituent,NM N,PARAMETER
discount element,NM N,PARAMETER
discount ingredient,NM N,PARAMETER
discount divisor,NM N,PARAMETER
discount agent,NM N,PARAMETER
discount broker,NM N,PARAMETER
discount gene,NM N,PARAMETER
discount cistron,NM N,PARAMETER
talker,N,FUNCTION
utterer,N,FUNCTION
verbalizer,N,FUNCTION
verbaliser,N,FUNCTION
loudspeaker,N,FUNCTION
speaker_unit,N,FUNCTION
loudspeaker_system,N,FUNCTION
speaker_system,N,FUNCTION
Speaker,N,FUNCTION
current microscope_slide,NM N,FUNCTION
current swoop,NM N,FUNCTION
current playground_slide,NM N,FUNCTION
current sliding_board,NM N,FUNCTION
current glide,NM N,FUNCTION
current coast,NM N,FUNCTION
current lantern_slide,NM N,FUNCTION
current chute,NM N,FUNCTION
current slideway,NM N,FUNCTION
current sloping_trough,NM N,FUNCTION
coerce direct,V N,PARAMETER
hale direct,V N,PARAMETER
squeeze direct,V N,PARAMETER
pressure direct,V N,PARAMETER
impel direct,V N,PARAMETER
push direct,V N,PARAMETER
thrust direct,V N,PARAMETER
wedge direct,V N,PARAMETER
drive direct,V N,PARAMETER
ram direct,V N,PARAMETER
pull direct,V N,PARAMETER
draw direct,V N,PARAMETER
storm direct,V N,PARAMETER
movie media animal_trainer,NM NM N,DECLARATION
movie media coach,NM NM N,DECLARATION
movie media manager,NM NM N,DECLARATION
slump client,NM N,CLASS
drop-off client,NM N,CLASS
falloff client,NM N,CLASS
falling_off client,NM N,CLASS
slack_water client,NM N,CLASS
mire client,NM N,CLASS
quagmire client,NM N,CLASS
quag client,NM N,CLASS
morass client,NM N,CLASS
slackness client,NM N,CLASS
gimp image data_file get thumbnail,PRE NM N V N,FUNCTION
gimp image single_file get thumbnail,PRE NM N V N,FUNCTION
gimp image Indian_file get thumbnail,PRE NM N V N,FUNCTION
gimp image file_cabinet get thumbnail,PRE NM N V N,FUNCTION
gimp image filing_cabinet get thumbnail,PRE NM N V N,FUNCTION
bridged economic_value fun arg,NM NM NM N,PARAMETER
bridged time_value fun arg,NM NM NM N,PARAMETER
bridged note_value fun arg,NM NM NM N,PARAMETER
len roentgen,NM N,PARAMETER
len R,NM N,PARAMETER
len gas_constant,NM N,PARAMETER
len universal_gas_constant,NM N,PARAMETER
len radius,NM N,PARAMETER
mp4 input_signal,NM N,CLASS
mp4 remark,NM N,CLASS
mp4 comment,NM N,CLASS
mp4 stimulation,NM N,CLASS
mp4 stimulus,NM N,CLASS
mp4 stimulant,NM N,CLASS
current supplication,NM N,PARAMETER
current conjuring,NM N,PARAMETER
current conjuration,NM N,PARAMETER
current conjury,NM N,PARAMETER
textual_matter chopped 2,N NM D,DECLARATION
textbook chopped 2,N NM D,DECLARATION
text_edition chopped 2,N NM D,DECLARATION
schoolbook chopped 2,N NM D,DECLARATION
school_text chopped 2,N NM D,DECLARATION
max nucleus,NM N,CLASS
max core_group,NM N,CLASS
max kernel,NM N,CLASS
max substance,NM N,CLASS
max center,NM N,CLASS
max centre,NM N,CLASS
max essence,NM N,CLASS
max gist,NM N,CLASS
max heart,NM N,CLASS
max heart_and_soul,NM N,CLASS
max inwardness,NM N,CLASS
max marrow,NM N,CLASS
max meat,NM N,CLASS
max nub,NM N,CLASS
max pith,NM N,CLASS
max sum,NM N,CLASS
max nitty-gritty,NM N,CLASS
max Congress_of_Racial_Equality,NM N,CLASS
max CORE,NM N,CLASS
max effect,NM N,CLASS
max burden,NM N,CLASS
max magnetic_core,NM N,CLASS
demo tags,V NPL,ATTRIBUTE
exhibit tags,V NPL,ATTRIBUTE
present tags,V NPL,ATTRIBUTE
demonstrate tags,V NPL,ATTRIBUTE
prove tags,V NPL,ATTRIBUTE
establish tags,V NPL,ATTRIBUTE
shew tags,V NPL,ATTRIBUTE
testify tags,V NPL,ATTRIBUTE
bear_witness tags,V NPL,ATTRIBUTE
evidence tags,V NPL,ATTRIBUTE
picture tags,V NPL,ATTRIBUTE
depict tags,V NPL,ATTRIBUTE
render tags,V NPL,ATTRIBUTE
express tags,V NPL,ATTRIBUTE
evince tags,V NPL,ATTRIBUTE
indicate tags,V NPL,ATTRIBUTE
point tags,V NPL,ATTRIBUTE
designate tags,V NPL,ATTRIBUTE
show_up tags,V NPL,ATTRIBUTE
read tags,V NPL,ATTRIBUTE
register tags,V NPL,ATTRIBUTE
record tags,V NPL,ATTRIBUTE
usher tags,V NPL,ATTRIBUTE
num active_agent contexts,NM NM NPL,PARAMETER
num active_voice contexts,NM NM NPL,PARAMETER
readjust token stats,V NM NPL,FUNCTION
file scheme archive,NM NM N,CLASS
file system_of_rules archive,NM NM N,CLASS
file arrangement archive,NM NM N,CLASS
file organization archive,NM NM N,CLASS
file organisation archive,NM NM N,CLASS
action to index function,N P NM N,ATTRIBUTE
action to index mathematical_function,N P NM N,ATTRIBUTE
action to index single-valued_function,N P NM N,ATTRIBUTE
action to index mapping,N P NM N,ATTRIBUTE
retain mathematical_function,NM N,PARAMETER
retain single-valued_function,NM N,PARAMETER
retain map,NM N,PARAMETER
retain mapping,NM N,PARAMETER
retain purpose,NM N,PARAMETER
retain role,NM N,PARAMETER
retain use,NM N,PARAMETER
retain office,NM N,PARAMETER
retain part,NM N,PARAMETER
retain affair,NM N,PARAMETER
retain occasion,NM N,PARAMETER
retain social_occasion,NM N,PARAMETER
retain social_function,NM N,PARAMETER
retain routine,NM N,PARAMETER
retain subroutine,NM N,PARAMETER
retain subprogram,NM N,PARAMETER
retain procedure,NM N,PARAMETER
reaction handlers,NM NPL,CLASS
answer handlers,NM NPL,CLASS
reply handlers,NM NPL,CLASS
reception handlers,NM NPL,CLASS
template preview picture data,NM NM NM NPL,CLASS
template preview image data,NM NM NM NPL,CLASS
template preview ikon data,NM NM NM NPL,CLASS
curvatures tallness,NM N,PARAMETER
curvatures acme,NM N,PARAMETER
curvatures elevation,NM N,PARAMETER
curvatures peak,NM N,PARAMETER
curvatures pinnacle,NM N,PARAMETER
curvatures summit,NM N,PARAMETER
curvatures superlative,NM N,PARAMETER
curvatures meridian,NM N,PARAMETER
curvatures tiptop,NM N,PARAMETER
curvatures top,NM N,PARAMETER
curvatures stature,NM N,PARAMETER
curvatures altitude,NM N,PARAMETER
command thymine,NM N,CLASS
command T,NM N,CLASS
command deoxythymidine_monophosphate,NM N,CLASS
command metric_ton,NM N,CLASS
command MT,NM N,CLASS
command tonne,NM N,CLASS
command triiodothyronine,NM N,CLASS
command liothyronine,NM N,CLASS
command thyroxine,NM N,CLASS
command thyroxin,NM N,CLASS
command tetraiodothyronine,NM N,CLASS
index_number to loc format,N P NM N,ATTRIBUTE
indicant to loc format,N P NM N,ATTRIBUTE
indicator to loc format,N P NM N,ATTRIBUTE
exponent to loc format,N P NM N,ATTRIBUTE
power to loc format,N P NM N,ATTRIBUTE
index_finger to loc format,N P NM N,ATTRIBUTE
forefinger to loc format,N P NM N,ATTRIBUTE
runner mill,NM N,PARAMETER
runner manufacturing_plant,NM N,PARAMETER
runner manufactory,NM N,PARAMETER
pitchfork iter,V N,DECLARATION
fork iter,V N,DECLARATION
branch iter,V N,DECLARATION
ramify iter,V N,DECLARATION
furcate iter,V N,DECLARATION
separate iter,V N,DECLARATION
effective manner,NM N,FUNCTION
effective mode,NM N,FUNCTION
effective way,NM N,FUNCTION
effective fashion,NM N,FUNCTION
effective expressive_style,NM N,FUNCTION
effective vogue,NM N,FUNCTION
effective trend,NM N,FUNCTION
effective dash,NM N,FUNCTION
effective elan,NM N,FUNCTION
effective flair,NM N,FUNCTION
effective panache,NM N,FUNCTION
effective stylus,NM N,FUNCTION
append object index,V NM N,FUNCTION
supply object index,V NM N,FUNCTION
lend object index,V NM N,FUNCTION
impart object index,V NM N,FUNCTION
bestow object index,V NM N,FUNCTION
contribute object index,V NM N,FUNCTION
bring object index,V NM N,FUNCTION
add_together object index,V NM N,FUNCTION
total object index,V NM N,FUNCTION
tot object index,V NM N,FUNCTION
tot_up object index,V NM N,FUNCTION
sum object index,V NM N,FUNCTION
sum_up object index,V NM N,FUNCTION
summate object index,V NM N,FUNCTION
tote_up object index,V NM N,FUNCTION
tally object index,V NM N,FUNCTION
add_up object index,V NM N,FUNCTION
file point delegate,NM NM N,CLASS
file detail delegate,NM NM N,CLASS
file particular delegate,NM NM N,CLASS
file token delegate,NM NM N,CLASS
piecewise constant abcd discrepancy,NM NM NM N,CLASS
piecewise constant abcd variant,NM NM NM N,CLASS
piecewise constant abcd division,NM NM NM N,CLASS
piecewise constant abcd disagreement,NM NM NM N,CLASS
piecewise constant abcd divergence,NM NM NM N,CLASS
piecewise constant abcd variability,NM NM NM N,CLASS
piecewise constant abcd variableness,NM NM NM N,CLASS
piecewise constant abcd variation,NM NM NM N,CLASS
get dmf headers,V NM NPL,FUNCTION
y ins,NM NPL,PARAMETER
get binary sides,V NM NPL,FUNCTION
pre maps,P NPL,PARAMETER
number starts,NM NPL,ATTRIBUTE
validator strategies,NM NPL,ATTRIBUTE
rule of new chains,NPL P NM NPL,DECLARATION
get controller transforms,V NM NPL,FUNCTION
feed adapters,NM NPL,ATTRIBUTE
local refs,NM NPL,CLASS
copy items,NM NPL,DECLARATION
sqlite3 walk expr lists,PRE V NM NPL,FUNCTION
class annotations,NM NPL,FUNCTION
face indexes,NM NPL,DECLARATION
refutable pattern initializations,NM NM NPL,CLASS
png read idat datas,NM V NM NPL,FUNCTION
v toks,NM NPL,DECLARATION
append sequences,V NPL,FUNCTION
html files,NM NPL,PARAMETER
log mixed linear cubic interpolations,NM NM NM NM NPL,CLASS
order with,V P,DECLARATION
apply rewriters,NM NPL,CLASS
waiting lists,NM NPL,PARAMETER
reader flags,NM NPL,PARAMETER
abstract build executions,NM NM NPL,CLASS
top dirs,NM NPL,PARAMETER
progressives,NPL,PARAMETER
m shadow receiver passes,PRE NM NM NPL,ATTRIBUTE
repl modules,NM NPL,DECLARATION
gen subjs,NM NPL,ATTRIBUTE
num active contexts,NM NM NPL,PARAMETER
aead crypter seals,NM NM NPL,DECLARATION
mask components,NM NPL,CLASS
float day counters,NM NM NPL,ATTRIBUTE
max work group sizes,NM NM NM NPL,ATTRIBUTE
speakers,NPL,FUNCTION
parts sizes,NM NPL,DECLARATION
languages to rules files,NPL P NM NPL,ATTRIBUTE
determine strictnesses,V NPL,FUNCTION
read white spaces,V NM NPL,FUNCTION
curr thread exceptions,NM NM NPL,DECLARATION
shift values,NM NPL,ATTRIBUTE
echo path changes,V NM NPL,PARAMETER
get numbers of transitions,V NPL P NPL,FUNCTION
initialize dual graphs,V NM NPL,FUNCTION
lp binary path names,PRE NM NM NPL,PARAMETER
cap times,NM NPL,DECLARATION
cache bodies unbuffered,NM NPL NM,DECLARATION
equals offsets,NM NPL,DECLARATION
unrestricted,NM,ATTRIBUTE
user hooks 3,NM NPL D,ATTRIBUTE
rtm sessions,NM NPL,DECLARATION
unpack texture blend funcs,V NM NM NPL,FUNCTION
w widths,NM NPL,ATTRIBUTE
operator method decls,NM NM NPL,PARAMETER
cmd strs,NM NPL,PARAMETER
alternative cache names,NM NM NPL,PARAMETER
validate class rules,V NM NPL,FUNCTION
max draw buffers,NM NM NPL,FUNCTION
stmts close,NPL V,FUNCTION
shader data to shader globals,NM NPL P NM NPL,FUNCTION
rotations per seconds,NPL P NPL,PARAMETER
dynamic table indexes,NM NM NPL,FUNCTION
factory classes,NM NPL,DECLARATION
default flags,NM NPL,ATTRIBUTE
is partials,V NPL,ATTRIBUTE
render texts,V NPL,FUNCTION
expect rows,NM NPL,DECLARATION
set inverts,V NPL,FUNCTION
suite methods,NM NPL,CLASS
fine priorities,NM NPL,PARAMETER
file descriptor protoes,NM NM NPL,ATTRIBUTE
verification strategies,NM NPL,ATTRIBUTE
read element text spans,V NM NM NPL,FUNCTION
get default atlasing attributes,V NM NM NPL,FUNCTION
rs compute operations,NM NM NPL,CLASS
from local aabb mins,P NM NM NPL,DECLARATION
has view relative texture coordinate generations,V NM NM NM NM NPL,FUNCTION
inner angles,NM NPL,PARAMETER
cell cursors,NM NPL,DECLARATION
configure timeouts,NM NPL,CLASS
data access repositories private,NM NM NPL NM,CLASS
c http2 connectors,PRE NM NPL,CLASS
len rs,NM NPL,PARAMETER
img stubs,NM NPL,DECLARATION
pointer maps,NM NPL,CLASS
idx us,NM NPL,DECLARATION
on group call keys sent,P NM NM NPL NM,FUNCTION
set protocol methods,NM NM NPL,PARAMETER
predicate wrappers,NM NPL,CLASS
area info dialog ts,NM NM NM NPL,CLASS
op code continuations,NM NM NPL,ATTRIBUTE
zero plane re,NM NM NPL,ATTRIBUTE
vary fields,NM NPL,DECLARATION
numbers of joysticks,NPL P NPL,DECLARATION
clip dist bugs,NM NM NPL,DECLARATION
times to append last matchers,NPL P V NM NPL,PARAMETER
new image heights,NM NM NPL,DECLARATION
groups by contexts,NPL P NPL,CLASS
current invocations,NM NPL,PARAMETER
get failure timestamps,V NM NPL,FUNCTION
accessor conformance infos,NM NM NPL,CLASS
i read files,NM NM NPL,CLASS
color maps,NM NPL,PARAMETER
reserve fns,NM NPL,PARAMETER
is androids,V NPL,FUNCTION
simple fn ties,NM NM NPL,DECLARATION
promises,NPL,PARAMETER
pybullet compute view matrixes,PRE V NM NPL,FUNCTION
super methods,NM NPL,PARAMETER
calibration phases,NM NPL,ATTRIBUTE
vals 32,NPL D,ATTRIBUTE
is friends,V NPL,PARAMETER
glew validate program pipelines,PRE V NM NPL,ATTRIBUTE
struct ties,NM NPL,ATTRIBUTE
grpc sock addrs make wildcards,PRE NM NPL V NPL,FUNCTION
esas,NPL,PARAMETER
debug policies,NM NPL,ATTRIBUTE
cmd output operation types,NM NM NM NPL,CLASS
implicit group keys,NM NM NPL,DECLARATION
repress refs at locs,V NPL P NPL,FUNCTION
get red adjusts 2,V NM NPL D,FUNCTION
accelerometer datas,NM NPL,PARAMETER
code exception messages,NM NM NPL,DECLARATION
ordered invocations,NM NPL,PARAMETER
spline max lens,NM NM NPL,ATTRIBUTE
http1 exchange codecs,NM NM NPL,CLASS
convex shapes,NM NPL,PARAMETER
skip whitespaces and commas,V NPL CJ NPL,FUNCTION
depth stencils as textures,NM NPL P NPL,ATTRIBUTE
png init palette transformations,NM V NM NPL,FUNCTION
action views show master pages,NM NPL V NM NPL,ATTRIBUTE
build group queries,V NM NPL,FUNCTION
max widths,NM NPL,ATTRIBUTE
relative contrasts,NM NPL,PARAMETER
run before params,V NM NPL,CLASS
outer rules,NM NPL,PARAMETER
grpc json writer value strings,PRE NM NM NM NPL,FUNCTION
new orders,NM NPL,DECLARATION
block nrs,NM NPL,PARAMETER
rs,NPL,PARAMETER
processing levels,NM NPL,DECLARATION
bm logs,NM NPL,ATTRIBUTE
timeout tasks,NM NPL,PARAMETER
text paint views,NM NM NPL,CLASS
enable materials,V NPL,FUNCTION
whole regexps,NM NPL,ATTRIBUTE
invalid state numbers,NM NM NPL,ATTRIBUTE
list levels,NM NPL,CLASS
indexes to loc formats,NPL P NM NPL,ATTRIBUTE
unregistered request matchers,NM NM NPL,ATTRIBUTE
next lines,NM NPL,PARAMETER
argbs subtract row cs,NPL V NM NPL,FUNCTION
f matchers,PRE NPL,ATTRIBUTE
wait until,V P,DECLARATION
handle if,V CJ,FUNCTION
strip left recursions,V NM NPL,FUNCTION
ares expand names for responses,PRE V NPL P NPL,FUNCTION
averages in bucket used slot counts,NPL P NM NM NM NPL,ATTRIBUTE
client certificates,NM NPL,DECLARATION
icy decoders,NM NPL,CLASS
controlled objects,NM NPL,CLASS
original mocking details,NM NM NPL,ATTRIBUTE
stacks,NPL,ATTRIBUTE
pref fonts,NM NPL,ATTRIBUTE
f co,NM NPL,DECLARATION
tool view positions,NM NM NPL,FUNCTION
accepting tasks,NM NPL,PARAMETER
process helpers,NM NPL,FUNCTION
is returns bridged,V NPL NM,ATTRIBUTE
ref point offset percents,NM NM NM NPL,ATTRIBUTE
module finders,NM NPL,ATTRIBUTE
array struct values,NM NM NPL,PARAMETER
a po,PRE NPL,PARAMETER
get related view data rows double,V NM NM NM NPL NM,FUNCTION
loaded mentions counts,NM NM NPL,DECLARATION
is blocked by shutdowns,V V P NPL,FUNCTION
destroy with parents,V P NPL,PARAMETER
subroutine slot names,NM NM NPL,PARAMETER
crf non linear log conditional objective functions,NM NM NM NM NM NM NPL,CLASS
mapped colors,NM NPL,PARAMETER
corr qcs,NM NPL,DECLARATION
first type labels,NM NM NPL,PARAMETER
module handlers,NM NPL,CLASS
check writeable,V NM,FUNCTION
fixed leg frequencies,NM NM NPL,DECLARATION
compiler items,NM NPL,CLASS
metadata snapshots,NM NPL,FUNCTION
min fresh seconds,NM NM NPL,PARAMETER
xes 2,NPL D,DECLARATION
noises 1,NPL D,DECLARATION
actual counts,NM NPL,ATTRIBUTE
b is playing,PRE V V,ATTRIBUTE
choose documents,V NPL,FUNCTION
compare inverse and forward dynamics,V NM CJ NM NPL,FUNCTION
risky annuities,NM NPL,ATTRIBUTE
quotes,NPL,CLASS
child locations,NM NPL,CLASS
resume,V,PARAMETER
default looks,NM NPL,DECLARATION
byte array views,NM NM NPL,PARAMETER
uuids,NPL,ATTRIBUTE
txt aliases,NM NPL,DECLARATION
main classes,NM NPL,CLASS
tlv symbols,NM NPL,ATTRIBUTE
identifier quarks,NM NPL,DECLARATION
bind matrixes,NM NPL,DECLARATION
qr detects,NM NPL,CLASS
get error listeners,V NM NPL,FUNCTION
items per seconds,NPL P NPL,DECLARATION
default answers,NM NPL,ATTRIBUTE
pass machine instructions,NM NM NPL,PARAMETER
child categories,NM NPL,DECLARATION
fingerprint dialogs,NM NPL,ATTRIBUTE
refresh intervals in millis,NM NPL P NPL,ATTRIBUTE
tot elems,NM NPL,ATTRIBUTE
get operations reads,V NM NPL,FUNCTION
gimp image files get thumbnails,PRE NM NPL V NPL,FUNCTION
verifications started,NPL V,FUNCTION
navs visible,NPL NM,ATTRIBUTE
tables 2 ids,NPL D NPL,PARAMETER
all open indices,DT NM NPL,DECLARATION
append python styles escaped code points,V NM NPL NM NM NPL,FUNCTION
explicit euler schemes,NM NM NPL,CLASS
rot axes,NM NPL,PARAMETER
set custom uniforms 1 f,V NM NPL D NM,FUNCTION
of android objects,PRE NM NPL,CLASS
win errors,NM NPL,DECLARATION
s tracking system names,PRE NM NM NPL,DECLARATION
eglew create platform window surfaces,PRE V NM NM NPL,ATTRIBUTE
active copies,NM NPL,ATTRIBUTE
dual con input readers,NM NM NM NPL,CLASS
handled boxes,NM NPL,ATTRIBUTE
install uncaught exception handlers,V NM NM NPL,CLASS
layer sizes,NM NPL,DECLARATION
minimum supported versions,NM NM NPL,CLASS
f tolerances,NM NPL,PARAMETER
key statuses,NM NPL,CLASS
generate rule bypass transitions,V NM NM NPL,DECLARATION
pronouns,NPL,PARAMETER
dynamic textured cube demos,NM NM NM NPL,CLASS
with cms leg rules,P NM NM NPL,FUNCTION
parallel computers,NM NPL,CLASS
move rbt surgeons,NM NM NPL,ATTRIBUTE
im out shapes,NM NM NPL,ATTRIBUTE
actions to index maps,NPL P NM NPL,ATTRIBUTE
lsm basis systems,NM NM NPL,CLASS
replace text contexts,NM NM NPL,ATTRIBUTE
gimp canvas rectangles set properties,PRE NM NPL V NPL,FUNCTION
keep aspects,V NPL,ATTRIBUTE
kinects copies,NM NPL,DECLARATION
mapped labels,NM NPL,DECLARATION
separator colors,NM NPL,PARAMETER
palettes poll,NPL V,FUNCTION
gimp filter tools set gyroscopes,PRE NM NPL V NPL,FUNCTION
depth cbs,NM NPL,ATTRIBUTE
tsurgeon parse exceptions,NM NM NPL,CLASS
use shadows 1,V NPL D,PARAMETER
parsing,V,PARAMETER
x tilts,NM NPL,FUNCTION
label casefolds,NM NPL,DECLARATION
mock refs,NM NPL,ATTRIBUTE
bt collision shapes,PRE NM NPL,CLASS
int hex strings,NM NM NPL,PARAMETER
rest clients,NM NPL,CLASS
set canonical mention begins,V NM NM NPL,FUNCTION
convert to php namespaces,V P NM NPL,FUNCTION
mtxes,NPL,ATTRIBUTE
requested plugins,NM NPL,DECLARATION
dst maps 2,NM NPL D,PARAMETER
cores,NPL,ATTRIBUTE
numbering paths,NM NPL,DECLARATION
c d3d9 render targets,PRE NM NM NPL,CLASS
worlds to screens,NPL P NPL,FUNCTION
m resources,PRE NPL,ATTRIBUTE
learned lop expert weights 2 ds,NM NM NM NPL D NPL,PARAMETER
rule member validators,NM NM NPL,CLASS
locations,NPL,ATTRIBUTE
max scale fs,NM NM NPL,PARAMETER
file channels,NM NPL,PARAMETER
set prev ctx actions,NM NM NM NPL,DECLARATION
set display indexes,V NM NPL,FUNCTION
executors,NPL,DECLARATION
verifiers get mappings,NPL V NPL,FUNCTION
network security policies,NM NM NPL,DECLARATION
biggest constructors,NM NPL,FUNCTION
b3 push profile timings,PRE V NM NPL,FUNCTION
formats ok,NPL NM,DECLARATION
rt stream ptrs,NM NM NPL,DECLARATION
run dist cmd props,NM NM NM NPL,ATTRIBUTE
num files,NM NPL,PARAMETER
property interval sets,NM NM NPL,PARAMETER
jflex dummy lexers,PRE NM NPL,CLASS
previous initial values,NM NM NPL,PARAMETER
